dataId,region,genre,contentType,title,length,releaseYear,votes,rating,description
101915,United States,Documentary,movie,Inside the Milky Way,96.0,-1,358,8.2,"Embark on an astounding journey across 100,000 light-years to witness key moments in the history of the Milky Way. Using cutting-edge science, National Geographic constructs a 3-D ...                 »
"
102041,United States,Documentary,movie,Jewelry of India,50.0,2021,357,9.8,"Mother India is home to many castes, tribes and religions and one common factor that brings this diverse country all together is Jewelry. Come explore the deep history and culture of the ...                 »
"
102049,United States,Documentary,movie,The Work of Director Mark Romanek,155.0,-1,357,8.1,38-minute documentary accompanying a collection of shorts directed by Mark Romanek.
102153,United States,Documentary,movie,Dead to the World,60.0,-1,356,8.1,"Shock rocker Marilyn Manson takes a camera crew along with him on his worldwide tour that caused controversy at every place the band played. This rockumentary is much like the documentary ...                 »
"
102205,United States,Documentary,movie,Living with Wolves,95.0,-1,355,8.4,"During centuries wolves were characterized as blood-thirsty beasts, enemies of owners of ranch and killer of helpless live-stock. Adjusted to overcome this misunderstanding, the ...                 »
"
102262,United Kingdom,Documentary,movie,Gorillaz: Live in Manchester,185.0,-1,355,8.6,Live 2006 concert filmed at the Manchester Opera House.
101360,Canada,Documentary,movie,Dosed: The Trip of a Lifetime,86.0,2022,363,9.8,"A loving mother is granted the legal right for medical use of magic mushrooms. She then embarks on a courageous journey of personal transformation and healing, exploring possible cures for cancer, like cannabis oil."
101518,United States,Documentary,movie,The Memory of Justice,278.0,1976,362,8.5,"Explores the subject of atrocities during wartime, especially during World War II and the Vietnam War."
101529,United States,Documentary,movie,Making of Game of Thrones,30.0,-1,362,8.0,"Delve behind the scenes of the HBO drama series 'Game of Thrones' in this special featuring interviews, clips from the show, and more."
101577,United Kingdom,Documentary,movie,Iron Maiden: Donington Live 1992,120.0,-1,362,8.6,"The legendary British Metal band's second headlining show at the famous ""Monsters of Rock""-festival in Donington, UK."
101659,United States,Documentary,movie,Does Humor Belong in Music?,57.0,-1,361,8.1,"Frank Zappa and his band in a digitally recorded live performance at ""The Pier"" in New York, NY on August 26, 1984."
101719,United Kingdom,Documentary,movie,Being Poirot,48.0,2013,360,8.5,"After 25 years of playing Hercule Poirot, British actor David Suchet explores the enduring appeal of his most legendary character."
100937,United States,Documentary,movie,Cher: Live in Concert from Las Vegas,75.0,-1,368,8.2,"Cher Live In Las Vegas The exotically attired star of stage,screen and opulent TV specials perfroms all the songs she is known and loved for in this concert special filmed entirely in Las ...                 »
"
101089,India,Drama,movie,Mouchak,131.0,1974,366,8.0,A newly appointed good-looking officer catches the eyes of the fathers of would-be-brides. But he has some other plans.
101103,United States,Documentary,movie,Timelapse of the Future: A Journey to the End of Time,29.0,2019,366,8.6,View what the modern science points to what the future looks like from the present year all the way to trillions upon trillions of years into the future.
101119,United States,Documentary,movie,The Book of Manning,120.0,-1,366,8.0,Explores the personal and professional life of former NFL and Ole Miss quarterback Archie Manning and how the sudden loss of his father impacted his life and the way he and his wife Olivia raised their three sons.
101157,United Kingdom,Documentary,movie,Depeche Mode: Touring the Angel - Live in Milan,115.0,-1,366,8.7,"This film presents the beloved British synth-pop act performing live in support of its well-received comeback album, PLAYING THE ANGEL. Touring the Angel Live in Milan songs, this film ...                 »
"
101199,United States,Documentary,movie,Bob Dylan: 30th Anniversary Concert Celebration,204.0,-1,365,8.1,"On October 16, 1992, an impressive and eclectic group of artists gathered at Madison Square Garden in New York City for the purpose of celebrating the music of Bob Dylan on occasion of his ...                 »
"
100372,India,Drama,movie,Dostojee,111.0,2021,373,8.3,Two 8-year old boys navigate a growing religious divide in this portrait of childhood set after the destruction of India's Babri Mosque.
100450,United States,Documentary,movie,Sonicsgate,120.0,2009,373,8.0,Exposing the truth behind the Seattle SuperSonics' tragic exodus after 41 years in the Emerald City.
100457,United States,Documentary,movie,Queen: Greatest Video Hits 2,133.0,-1,373,8.8,The second greatest hits volume 2 release from Queen.
100486,United States,Documentary,movie,The Last Days of Left Eye,86.0,-1,372,8.2,"Lauren Lazin's documentary on Lisa ""Left Eye"" Lopes, the troubled, enigmatic rapper from the group TLC, who died in an automobile accident in 2002 at the age of 30."
100588,United States,Documentary,movie,The Freshest Kids,94.0,-1,371,8.1,"From the Boogie Down Bronx and beyond, the history of the B-Boy."
100653,United States,Documentary,movie,Bending the Arc,102.0,2017,370,8.0,The extraordinary doctors and activists whose work 30 years ago to save lives in a rural Haitian village grew into a global battle in the halls of power for the right to health for all.
100756,United States,Documentary,movie,Bono & The Edge: A Sort of Homecoming with Dave Letterman,84.0,2023,369,8.0,Follows David Letterman as he joins U2 musicians Bono and The Edge for a concert performance during his first visit to Dublin.
100771,United Kingdom,Drama,movie,National Theatre Live: The Curious Incident of the Dog in the Night-Time,160.0,-1,369,8.6,"Christopher has an extraordinary brain - exceptional at maths while ill-equipped to interpret everyday life. When his neighbour's dog is murdered, he ventures on a frightening journey that upturns his world."
99886,United Kingdom,Documentary,movie,Doctor Who Explained,45.0,-1,379,8.4,"This program unlocks everything you really need to know about the Doctor to maximize your enjoyment of the series. Whether you're a casual viewer who wants to know more or a fan who wants ...                 »
"
99893,India,Drama,movie,Padmavyuhathile Abhimanyu,130.0,2019,379,8.1,"Add a Plot
"
100056,United States,Documentary,movie,7 Days in Syria,75.0,2015,377,9.1,"In the most dangerous country in the world for journalists, Newsweek Middle East editor, Janine di Giovanni, risks it all to bear witness, ensuring that the world knows about the suffering of the Syrian people."
100058,United Kingdom,Documentary,movie,Peter Gabriel: Growing Up Live,133.0,-1,377,8.7,"Concert film documenting Peter Gabriel's ""Growing Up"" tour stop at Milan's FilaForum in May 2003."
100162,Canada,Documentary,movie,Les origines du SIDA,92.0,2004,376,8.2,"Documentary about the hypothesis that HIV may have been caused by mass vaccination against Polio, in Congo, between 1957 and 1960."
100186,United States,Documentary,movie,Freebird: The Movie,101.0,1996,375,8.2,"See classic live performances, interviews and vintage footage of the original Lynyrd Skynyrd band."
99345,United States,Documentary,movie,"The Mayo Clinic, Faith, Hope and Science",115.0,-1,384,8.0,"The Mayo Clinic: Faith - Hope - Science tells the story of a unique medical institution that has been called a ""Medical Mecca,"" the ""Supreme Court of Medicine,"" and the ""place for hope ...                 »
"
99348,India,Drama,movie,Siri Lambodara Vivaha,-1.0,2023,384,9.2,"Add a Plot
"
99388,United States,Documentary,movie,Halloween: The Inside Story,90.0,-1,384,8.0,"""Halloween: The Inside Story"" takes a look at one of the most successful film franchises of all time as it goes behind the scenes of John Carpenter's ""Halloween,"" the ""frightfest"" that ...                 »
"
99427,India,Drama,movie,Made in Bengaluru,-1.0,2022,383,8.0,"Bengaluru is a five-hundred year old city without much folklore, ask any Bengalurian where he is from and zap comes the reply where his grandfather hailed from. This story is not just about...                See full synopsis »
"
99429,United Kingdom,Documentary,movie,The Return of 'Allo 'Allo!,105.0,-1,383,8.2,"A one-off special. René is writing his memoirs and needs help to fill in the ""big gaps""."
99464,United States,Animation,movie,The American Dream,30.0,2010,383,8.2,"An Entertaining but hard hitting look at how the problems we have today are nothing new,and why leaders throughout our history have warned us and fought against the current type of financial system we have in America Today."
99495,United Kingdom,Documentary,movie,Porcupine Tree: Anesthetize,130.0,-1,383,8.9,"Anesthetize is the second live DVD by progressive rock band Porcupine Tree, released on 20 May 2010. The Blu-ray edition was released on 15 June."
99499,United Kingdom,Documentary,movie,Derren Brown: Séance,70.0,-1,383,8.1,The master of illusion hosts a one-off special which assembles 12 members of the public to re-create a traditional séance.
99543,India,Drama,movie,Thiruvilayadal,154.0,1965,382,8.1,"Lord Shiva goes through an adventurous ride and performs various antics to test the people on earth. Based on Paranjothi Munivar's epic ""Thiruvilayadal Puranam""."
99559,United Kingdom,Documentary,movie,Sex in a Cold Climate,50.0,-1,382,8.1,"Interlocking interviews of 4 women interred in various Magdalene asylums and/or orphanages because of out-of-wedlock pregnancies, being sexually assaulted, or just being ""too pretty""."
99650,India,Drama,movie,Divaswapna,130.0,2021,381,9.0,"Divaswapna is a story of the journey of a village boy named Kanaji who achieved all his dreams with his courage, commitment and passion despite of many odds in his life."
99705,United Kingdom,Documentary,movie,"Hey, Mr. Producer! The Musical World of Cameron Mackintosh",164.0,-1,381,8.7,A collection of selected scenes from some of the most popular plays produced by Cameron Mackintosh.
99765,United Kingdom,Drama,movie,Casualty 1906,60.0,-1,380,8.1,"Casualty 1906 is an innovative hospital drama that plunges the viewer into the Receiving Room (today's A&E) of the London hospital deep in the teeming East End. The drama is shot with the ...                 »
"
98922,United States,Documentary,movie,Illusory Thoughts,72.0,1989,389,9.7,"Add a Plot
"
98961,United States,Documentary,movie,Secrets of the Surface: The Mathematical Vision of Maryam Mirzakhani,60.0,2020,388,8.5,"Filmed in Canada, Iran, and the United States, Secrets of the Surface: The Mathematical Vision of Maryam Mirzakhani examines the life and mathematical work of Maryam Mirzakhani, an Iranian ...                 »
"
99061,India,Biography,movie,Nanak Shah Fakir,146.0,2015,387,8.2,"Nanak Shah Fakir is a biographical film on the life and teachings of the first Sikh guru, Guru Nanak Dev."
99092,United Kingdom,Documentary,movie,INXS: Live Baby Live,98.0,-1,387,8.4,"The live concert footage of the band INXS playing a sold out show in front of 74,000 fans at Wembley Stadium on July 13 1991"
99203,Canada,Drama,movie,J.A. Martin photographe,100.0,1977,386,8.0,The wife of photographer J. A. Martin decides to go with him in his tour of the hard Canadian countryside at the turn of the century. She hopes the intimacy will revive their marriage.
98347,United States,Animation,movie,Lego Ninjago: Masters of Spinjitzu,44.0,-1,394,8.0,"An army of skeletons has invaded Ninjago from the underworld, under the command of the evil Lord Garmadon. Their goal: capture the Four Weapons of Spinjitzu, artifacts so powerful it is said no one being can wield them all at once."
98396,United Kingdom,Animation,movie,The Fool of the World and the Flying Ship,60.0,-1,394,8.5,A meek young Russian peasant finds himself on the adventure of a lifetime when he is mysteriously bestowed with a flying ship that sets sail for the Tsar's royal court.
98417,United Kingdom,Documentary,movie,Stealing a Nation,56.0,-1,394,8.3,"This tells a story literally 'hidden from history'. In the 1960s and 70s, British governments, conspiring with American officials, tricked into leaving, then expelled the entire population ...                 »
"
98501,India,Drama,movie,The Master Carpenter,140.0,1991,393,8.0,"Perumthachan, a legendary carpenter, follows the stringent social norms of his time. However, when Kannan, his son, grows up to rebel against those very norms, Perumthachan must deal with him."
98535,India,Drama,movie,Balagam,131.0,2023,392,8.3,"Add a Plot
"
98591,India,Biography,movie,Shaheed,150.0,1965,392,8.2,Shaheed (1965) presents the inspirational biography of one of India's greatest patriots Sardar Bhagat Singh.
98596,United States,Documentary,movie,Hard Knocks: The Chris Benoit Story,360.0,-1,392,8.1,"Also known as ""The Canadian Crippler"", Chris Benoit is a superstar in amongst the hallowed ranks of WWE. Rising from humble beginnings in the Stampede Wrestling game, Benoit has won over a ...                 »
"
98620,Japan,Documentary,movie,The Chemical Brothers: Don't Think,85.0,2012,392,8.2,"For nearly two decades, The Chemical Brothers' ""mind-bending"" audiovisual live show has played to packed houses and festivals across the globe. But it has never been documented on film. ...                 »
"
97835,United Kingdom,Documentary,movie,The Rolling Stones: Sweet Summer Sun - Hyde Park Live,121.0,2013,400,8.0,A concert of the greatest hits of the band's career features an appearance by Mick Taylor.
97937,United Kingdom,Documentary,movie,Palestine Is Still the Issue,53.0,-1,399,8.2,A documentary about the Israeli-Palestinian conflict that has lasted for more than 50 years. Contains some interviews with the children in this conflict.
97943,United States,Documentary,movie,This Old Cub,86.0,2004,399,8.3,"Jeff Santo explores the life and career of his father, Chicago Cub great Ron Santo."
98025,United States,Documentary,movie,I Am Because We Are,90.0,2008,398,8.2,A look into the lives of Malawi's 1 million plus orphans in the wake of the AIDS pandemic. It offers hope and real solutions to the challenges that people face living in extreme poverty.
98210,India,Documentary,movie,Chale Chalo: The Lunacy of Film Making,150.0,2003,396,8.4,"An account of the making of the Lagaan, by director Satyajit Bhatkal, who served as a production assistant on the film."
97330,United Kingdom,Documentary,movie,Our Secret Universe: The Hidden Life of the Cell,57.0,-1,405,8.4,There is a battle playing out inside your body right now. It started billions of years ago and it is still being fought in every one of us every minute of every day. It is the story of a viral infection - the battle for the cell.
97352,Canada,Documentary,movie,Dying at Grace,148.0,2003,405,8.2,Director Allan King documents the final months of five terminally ill cancer patients at the Toronto Grace Health Centre.
97448,United States,Documentary,movie,Oscar's Greatest Moments,109.0,-1,404,8.0,The most noteworthy events concerning the Academy of Motion Picture Arts and Sciences' Award shows from 1971 to 1991.
97484,United States,Documentary,movie,Rage Against the Machine: The Battle of Mexico City,96.0,-1,404,8.2,"Rage Against The Machine's first-ever performance in the Mexican capital is fierce, funky and uncompromising. The Battle Of Mexico City features electrifying performances of ""Testify,"" ""...                 »
"
97542,United States,Documentary,movie,The Lumière Brothers' First Films,61.0,1996,403,8.1,"A collection of short films made by the Lumiere brothers, a team of pioneering filmmakers in turn-of-the-century France."
97572,United States,Documentary,movie,Jeff Buckley: Live in Chicago,125.0,-1,403,8.9,"Jeff Buckley - Live in Chicago includes songs from Grace, classic cover tunes (from sources ranging from Nina Simone to the MC5!), a previously unavailable Buckley composition (""What Will ...                 »
"
97657,Canada,Documentary,movie,Rush: Time Machine 2011: Live in Cleveland,163.0,2011,402,8.5,"TIME MACHINE 2011: Live In Cleveland' is an evening with Rush performing their classic hits and features the legendary 'Moving Pictures' album, performed live in its entirety."
97722,United States,Documentary,movie,Guns N Roses: Live at the Ritz,66.0,-1,401,9.0,"Guns N' Roses performs live at the Ritz in New York, NY on February 2nd 1988."
96842,United States,Documentary,movie,Freedom Riders,117.0,2010,410,8.0,The story of the Civil Rights Movement interstate busing protest campaign.
96859,India,Biography,movie,Eh Janam Tumhare Lekhe,135.0,2015,410,8.5,"Eh Janam Tumhare Lekhe ~ This life is dedicated to ""YOU THE ALMIGHTY"" (God). This film is a journey of one man ""BHAGAT PURAN SINGH"" who treaded a difficult and exhausting path. The journey ...                 »
"
96898,United States,Drama,movie,Life Ain't Like the Movies,85.0,2021,410,8.1,"The coming age story of a 16 year old quirky black teen. The film follows him as he goes through high school. He deals with various issues like love, death, bullies, and social awkwardness."
96935,United States,Documentary,movie,Mully,81.0,2015,409,8.2,"A homeless orphan in Kenya becomes a lucrative businessman, only to give it all up and open an orphanage that today serves over 2000 Kenyan children."
97001,United States,Documentary,movie,Billions in Change,43.0,2015,409,8.0,"The world is facing some huge problems. There's a lot of talk about how to solve them. But talk doesn't reduce pollution, or grow food, or heal the sick. That takes doing. This film is the ...                 »
"
97042,India,Drama,movie,Used,57.0,2019,408,8.0,Relationship of two sisters entangled them in a dangerous game.
97088,United States,Documentary,movie,Michael Jordan: Air Time,50.0,-1,408,8.1,"""Michael Jordan: Air Time"" documents Jordan and the Chicago Bulls' 1991-92 season, including Jordan dealing with his friend and rival Magic Johnson's retirement announcement, gambling ...                 »
"
97118,United States,Documentary,movie,Brad Williams: Fun Size,60.0,-1,407,8.0,Comedian Brad Williams' standup topics include his experiences as a little person and how to please your woman in bed.
97137,United States,Documentary,movie,Brothers in War,88.0,-1,407,8.0,"Through gripping first-person accounts and digitally remastered archival footage, including the soldiers' own home movies and personal audio tapes, Brothers in War recounts the harrowing ...                 »
"
97221,Japan,Documentary,movie,'Til Madness Do Us Part,227.0,2013,406,8.0,"50 men live for 12 months in a madhouse, they passing their days in a single plane and having little contact with the medical team. Every one of the inmates is not there for mental health ...                 »
"
97235,India,Drama,movie,Deya Neya,107.0,1963,406,8.2,The son of a wealthy industrialist aspires to be a singer against the wishes of his father.
96325,United States,Documentary,movie,"Sound, Verses, Fury",93.0,2007,416,8.2,"Add a Plot
"
96352,United Kingdom,Drama,movie,The Snow Goose,60.0,-1,415,8.1,An aging artist who lives a solitary life as a lighthouse keeper in an Essex fishing village assists a young orphan girl in caring for a wounded snow goose.
96354,Canada,Documentary,movie,Kanehsatake: 270 Years of Resistance,119.0,1993,415,8.0,"A film account about the military 1990 siege of a Native American reserve near Oka, Quebec, Canada and its causes."
96426,India,Drama,movie,Santhosham,120.0,2023,414,9.1,"Depicts the emotional bond between siblings, family values along with a soft touch of humor and a love track that run in parallel."
96482,United States,Documentary,movie,"Ladies and Gentlemen, My Name Is Paul Heyman",121.0,-1,414,8.2,the life and career of Paul Heyman told to you by himself
96599,United Kingdom,Documentary,movie,The Adventures of Errol Flynn,90.0,-1,413,8.0,"A documentary about the life of Errol Flynn, with recollections from friends and family."
96650,United States,Documentary,movie,House: Swan Song,44.0,-1,412,8.3,"A one-hour retrospective special that will look back at this groundbreaking, seminal series and feature interviews with the series' stars and producers, special original content and other surprises."
96800,India,Drama,movie,Kasturi Nivasa,152.0,1970,411,8.9,"The story of an extremely generous and righteous man, Ravi Varma, who succumbs to his intention of being generous no matter what happens."
96803,Canada,Animation,movie,ReBoot: My Two Bobs,90.0,-1,411,8.3,"After a battle with the Supervirus Daemon ends, a second Bob appears and no one is sure which Bob is the copy."
95855,United Kingdom,Documentary,movie,The Other Side of the Mirror: Bob Dylan at the Newport Folk Festival,83.0,-1,421,8.1,An unvarnished chronicle of Bob Dylan's metamorphosis from folk to rock musician via appearances at the Newport Folk Festival between 1963 and 1965.
96003,United Kingdom,Documentary,movie,While We Watched,94.0,2022,419,8.8,"How independent news reporting in India and beyond is increasingly under threat by budgetary cuts and especially, extremists leveraging alternative platforms to spread misinformation."
96038,United Kingdom,Documentary,movie,Creating Freedom: The Lottery of Birth,77.0,2013,419,8.0,"Do you shape the world or does it shape you? Drawing on leading thinkers from around the world, and with a torrent of mind-expanding ideas and information, THE LOTTERY OF BIRTH will make you think again about what it means to be free."
96067,United Kingdom,Documentary,movie,The Boy Whose Skin Fell Off,50.0,-1,419,8.7,"A year ago, 36-year-old Jonny Kennedy died. He had a terrible genetic condition called Dystrophic Epidermolysis Bullosa (EB) - which meant that his skin literally fell off at the slightest ...                 »
"
96105,United States,Animation,movie,Expiration Date,15.0,2014,418,8.4,"The Engineer and Medic are experimenting with teleporting bread, discovering that doing so might have negative consequences. Meanwhile, Scout tries in earnest to show his romantic feelings for Miss Pauling, and asks the Spy for help."
96139,India,Drama,movie,Bhootayyana Maga Ayyu,155.0,1974,418,8.7,"Boothayyana Maga Ayyu is a 1974 Indian Kannada film, directed by ""Siddalingaiah"" and Produced by ""JN Veeraswamy, S P Varadaraj, Siddalingaiah, J Chandulal Jain"".The film Stars ""...                 »
"
96144,United States,Documentary,movie,Serving Life,86.0,-1,418,8.0,Actor Forest Whitaker narrates the story of a group of inmate volunteers who staff their own hospice inside a maximum security prison in Louisiana where the average sentence is more than 90 years.
96153,United States,Documentary,movie,The Doors: Dance on Fire,51.0,-1,418,8.2,"A combination of concert footage, television appearances, record company promo clips and new video footage shows the Doors, a top '60s rock band."
95347,United Kingdom,Documentary,movie,Lord Don't Slow Me Down,60.0,-1,427,8.0,"Rockumentary featuring British rock band Oasis on the road during their 2005 ""Don't Believe the Truth"" world tour."
95351,United States,Documentary,movie,Slayer: War at the Warfield,91.0,-1,427,8.2,"Slayer at The Warfield in San Francisco, CA"
95386,United States,Documentary,movie,Skid Row Marathon,85.0,2017,426,8.0,"A criminal court judge starts a running club on L.A.'s skid row, where he trains a motley group of homeless people to run international marathons."
95448,United States,Drama,movie,Seahorses,94.0,2014,426,8.7,"A chance meeting between a man and a woman becomes a dramatically intense and darkly comic journey about love, co-dependency and loss."
95462,United Kingdom,Documentary,movie,An Audience with Adele,69.0,-1,425,8.4,"""One of the biggest artists of all time, Adele Adkins performs at the London Palladium in front of an audience of family, friends, fans and celebrities in an unforgettable night of music."""
95550,United States,Drama,movie,One Tree Hill: Always & Forever,-1.0,-1,424,8.3,A cast talk movie on how they spent the nine seasons of One Tree .
95614,United States,Documentary,movie,Cher: The Farewell Tour,92.0,-1,424,8.3,An in-concert performance by Cher on her 2003 farewell tour.
94953,India,Drama,movie,Jeene Ki Umeed Tumse Hi,121.0,2021,432,8.7,"The story revolves around various social and political issues of rural and urban India like unemployment poverty and corruption, where Vijay (Brajesh Rai) fights the bad elements of society and tries to improve life of poor and needy."
94956,United States,Documentary,movie,The Robert Rodriguez Ten Minute Film School,15.0,-1,432,8.0,"A masterclass on how to make a film on $7,000."
94977,Canada,Documentary,movie,The Kids in the Hall: Comedy Punks,95.0,2022,431,8.0,"Through never before-seen archive material, interviews with celebrities, industry insiders, rabid fans and the Kids In The Hall themselves."
95029,India,Drama,movie,Ram Mohan Kanchukommala,122.0,2022,431,8.4,"Add a Plot
"
95055,United Kingdom,Documentary,movie,Ben Stokes: Phoenix from the Ashes,-1.0,2022,430,8.1,A refreshingly honest film about an extraordinary cricketer. Directors Chris Grubb and Luke Mellows were allowed unprecedented access to Ben's life with interviews and insight by Sam Mendes.
95087,India,Biography,movie,Mahalaya,108.0,2019,430,8.0,"'Mohishashur Mordini' is the most popular program on Indian Radio. In the year 1976 this program had been recreated by the most popular and talented artists of India instead of the ...                 »
"
95240,United States,Documentary,movie,Upstairs Inferno,96.0,2015,428,8.2,"On June 24, 1973, a gay bar in New Orleans called the Up Stairs Lounge was deliberately set on fire: an event that for over 40 years, was considered the ""Largest Gay Mass Murder in U.S. History""."
94525,United Kingdom,Animation,movie,Tales of the Brothers Quay,78.0,1987,437,8.2,"Add a Plot
"
94537,India,Drama,movie,Gini Helida Kathe,138.0,2019,437,8.3,"Gini aka Ganesh, a cab driver meets a passenger Ammu aka Amrutha in his cab. Gini and Ammu click instantly and end up having a funny conversation on various aspects of life. As Gini ...                 »
"
94658,United Kingdom,Documentary,movie,Ed Sheeran: Jumpers for Goalposts,110.0,-1,435,8.5,Ed Sheeran is making a huge career as a sing and songwriter. After the greatest hits over the past few years he has finally his own movie.
94683,United States,Documentary,movie,Smashing Pumpkins: Vieuphoria,90.0,-1,435,8.4,"Vieuphoria is a long form music movie. It stars the smashing pumpkins as the main characters. It shows live shows, and skits including ""meet the frogs""."
94780,United Kingdom,Documentary,movie,Freedom Uncut,87.0,2022,433,8.2,"Freedom is George Michael's last and final work. George reflects on a life changing period of his life when he allows us access to his memories, thoughts, unseen footage and photographs never before seen."
94786,United Kingdom,Drama,movie,National Theater Live: Cyrano de Bergerac,160.0,2019,433,8.8,"An intense, raw and deep revival of Rostand's Cyrano de Bergerac by the Jamie Lloyd Company."
93840,United States,Documentary,movie,Alive Day Memories: Home from Iraq,57.0,-1,445,8.0,American Soldiers fighting in the Iraq war and their homecomings.
93847,United States,Documentary,movie,The Godfather Legacy,95.0,-1,445,8.0,"THE GODFATHER LEGACY goes deep inside Francis Ford Coppola's epic saga about the Corleone crime family and reveals how the Academy Award-winning film and its sequels became one of the most ...                 »
"
93859,United States,Documentary,movie,Breslin and Hamill: Deadline Artists,108.0,2018,445,8.0,The story of New York City journalists Jimmy Breslin and Pete Hamill lauded in their time as the voice of New York.
93867,United Kingdom,Documentary,movie,David Frost Interviews Richard Nixon,85.0,-1,445,8.0,"Originally broadcast in May of 1977, this series of interviews between Sir David Frost and U.S. President Richard Nixon, delves into the various controversies of Nixon's presidency, ...                 »
"
93874,United States,Documentary,movie,Ultimate Jordan,330.0,-1,445,8.8,"His ultimate moves, dunks, shots and his five greatest games games ever."
93878,United States,Documentary,movie,Fully Flared,89.0,-1,445,8.5,A skateboard film featuring the Lakai team filmed over the course of 4 years.
94027,United Kingdom,Documentary,movie,"You're So Cool, Brewster! The Story of Fright Night",217.0,2016,443,8.2,"An extensive look at the making of Fright Night (1985) and Fright Night Part 2 (1988) featuring exclusive interviews with cast and crew members, rare photographs, behind-the-scenes footage and more."
94214,United Kingdom,Documentary,movie,Derren Brown: Messiah,65.0,-1,441,8.1,Derren Brown takes on a number of fake identities as he travels across the USA trying to convince people of his abilities in the area of psychic powers and the supernatural world.
93319,India,Drama,movie,Saptapadi,163.0,1961,452,8.3,"Set in World War II, the reverend Krishnendu runs a military hospital in Bankura. A drunken Anglo-Indian woman soldier is brought to him for treatment and he recognized her as his former love Rina Brown."
93382,United States,Documentary,movie,One Six Right,73.0,2005,451,8.0,"An exhilarating documentary film that celebrates the unsung hero of aviation - the local airport - by tracing the life, history, and struggles of an airport icon: Southern California's Van Nuys Airport."
93488,United States,Documentary,movie,Tombstone: The History of the Undertaker,166.0,-1,450,8.0,The documentary and full story of the most frightening athlete in American history.
93499,United States,Documentary,movie,"Discussions with Richard Dawkins, Episode 1: The Four Horsemen",120.0,-1,450,8.4,"Richard Dawkins is joined by Daniel Dennett, Sam Harris and Christopher Hitchens to discuss science, god, religion and much more."
93568,India,Drama,movie,Chitrakut,-1.0,2022,449,8.6,"Set against a lush Western Indian landscape during the monsoon season, CHITRAKUT delicately sets the tone, interweaving the lives of Saloni, Shaan, Debu, Alisha and Kim - all converging at ...                 »
"
